speaker,script,position1,function1,position2,function2,match,agreement,corpus
,How many a day,,,,,,,sbcsae
*JOHN:,Soon as he hits that grill,,,,,,,sbcsae
*JOHN:,I'm gonna take my supper pill,,,,,,,sbcsae
*ANNE:,,,,,,,,sbcsae
*JOHN:,,,,,,,,sbcsae
,,,,,,,,sbcsae
*LUCY:,So so that you can,,,,,,,sbcsae
*ANNE:,,,,,,,,sbcsae
*DAN:,,,,,,,,sbcsae
*JOHN:,,,,,,,,sbcsae
*LUCY:,,,,,,,,sbcsae
,eat in peace,,,,,,,sbcsae
*JOHN:,Goll,,,,,,,sbcsae
*ANNE:,,,,,,,,sbcsae
*LUCY:,,,,,,,,sbcsae
,,,,,,,,sbcsae
*JOHN:,uh Yeah I don't know,,,,,,,sbcsae
*JOHN:,It's really,,,,,,,sbcsae
,That's why I went out and bought the coffee,,,,,,,sbcsae
*JOHN:,See it seemed to help,,,,,,,sbcsae
*JOHN:,Maybe it's the hot,,,,,,,sbcsae
*LUCY:,Soothe,,,,,,,sbcsae
*JOHN:,Yeah,,,,,,,sbcsae
*LUCY:,The warmth,,,,,,,sbcsae
*JOHN:,Cause well I just went to,,,,,,,sbcsae
*LUCY:,Mm,,,,,,,sbcsae
*JOHN:,an endodontist,,,,,,,sbcsae
*JOHN:,Cause I have an old dentist,,,,,,,sbcsae
*JOHN:,And he doesn't really,,,,,,,sbcsae
*LIND:,Just a general,,,,,,,sbcsae
*JOHN:,do emergencies,,,,,,,sbcsae
*JOHN:,He only works three days a week,,,,,,,sbcsae
*LIND:,,,,,,,,sbcsae
*LUCY:,Mm,,,,,,,sbcsae
*JOHN:,So he sent me to this root canal guy,,,,,,,sbcsae
*JOHN:,Like a couple years ago,,,,,,,sbcsae
*JOHN:,Who was good,,,,,,,sbcsae
*JOHN:,So I called him,,,,,,,sbcsae
,and he said oh,,,,,,,sbcsae
,you know,,,,,,,sbcsae
*JOHN:,Yeah,,,,,,,sbcsae
,come on over,,,,,,,sbcsae
*JOHN:,I don't know if it's a root canal thing,,,,,,,sbcsae
,and he said gee,,,,,,,sbcsae
,it's not a root canal,,,,,,,sbcsae
*JOHN:,He said that,,,,,,,sbcsae
*DAVE:,Danny,,,,,,,sbcsae
,you just missed the best play of the game,,,,,,,sbcsae
*DAVE:,The Buffalo punt returner,,,,,,,sbcsae
,just stood up five Patriot guys,,,,,,,sbcsae
*DAVE:,And ran it in for a touchdown,,,,,,,sbcsae
*JOHN:,Aw God ,,,,,,,sbcsae
*LUCY:,,,,,,,,sbcsae
*JOHN:,What's the score now,,,,,,,sbcsae
*LUCY:,,,,,,,,sbcsae
*DAVE:,Thirty eight to fourteen,,,,,,,sbcsae
*LUCY:,Oh God ,,,,,,,sbcsae
*JOHN:,Ah,,,,,,,sbcsae
*LUCY:,,,,,,,,sbcsae
*JOHN:,Depressing,,,,,,,sbcsae
*LIND:,Who's quarterback,,,,,,,sbcsae
*DAVE:,After,,,,,,,sbcsae
*DAVE:,After they fumbled a snap,,,,,,,sbcsae
,and Bledsoe recovered it in the end zone,,,,,,,sbcsae
*LIND:,Oh it's Bledsoe,,,,,,,sbcsae
*DAVE:,And out of pity,,,,,,,sbcsae
,the ref gave it not a safety,,,,,,,sbcsae
*LUCY:,,,,,,,,sbcsae
*DAVE:,And let em have it on the half yard line,,,,,,,sbcsae
*LUCY:,,,,,,,,sbcsae
*JOHN:,Dave,,,,,,,sbcsae
*LUCY:,They have that TV really loud Linda,,,,,,,sbcsae
*JOHN:,Find out the Atlanta score for me,,,,,,,sbcsae
*JOHN:,If you see it in TV,,,,,,,sbcsae
*LUCY:,I can hear it,,,,,,,sbcsae
,down here,,,,,,,sbcsae
*DAN:,Who they playing John,,,,,,,sbcsae
*JOHN:,I don't even know who they're playing,,,,,,,sbcsae
*JOHN:,I forget,,,,,,,sbcsae
*LIND:,David who they playing,,,,,,,sbcsae
*DAN:,I just saw some scores,,,,,,,sbcsae
*DAVE:,What,,,,,,,sbcsae
*LIND:,Who are they playing,,,,,,,sbcsae
*DAVE:,Buffalo,,,,,,,sbcsae
*JOHN:,But I finally get into a football pool this year,TI,T4,TI,T4,MATCH,T4,sbcsae
*JOHN:,I got so,,,,,,,sbcsae
*DAN:,,,,,,,,sbcsae
*JOHN:,sick of everybody,,,,,,,sbcsae
*LIND:,,,,,,,,sbcsae
*JOHN:,checking scores Monday morning,,,,,,,sbcsae
,I felt uh,,,,,,,sbcsae
*LUCY:,,,,,,,,sbcsae
*DAN:,,,,,,,,sbcsae
*LUCY:,Left out,,,,,,,sbcsae
*JOHN:,Left out,,,,,,,sbcsae
*LUCY:,,,,,,,,sbcsae
*JOHN:,yeah I felt uh deprived,,,,,,,sbcsae
*DAN:,right,,,,,,,sbcsae
*JOHN:,,,,,,,,sbcsae
*LUCY:,,,,,,,,sbcsae
*DAN:,You wanna waste your dollar,,,,,,,sbcsae
,like everybody else every week,,,,,,,sbcsae
*ANNE:,,,,,,,,sbcsae
*LUCY:,Oh,,,,,,,sbcsae
*DAVE:,Danny,,,,,,,sbcsae
,you wanna play football,,,,,,,sbcsae
*JOHN:,Nah this is just a g local thing,,,,,,,sbcsae
*DAN:,Ah,,,,,,,sbcsae
,not right now Dave,,,,,,,sbcsae
*JOHN:,So,,,,,,,sbcsae
*DAN:,,,,,,,,sbcsae
*DAVE:,Will you play later,,,,,,,sbcsae
*DAN:,I don't know,,,,,,,sbcsae
*JOHN:,It was a hundred dollars,,,,,,,sbcsae
*DAN:,I'll keep telling you not right now,,,,,,,sbcsae
*JOHN:,to cover the whole season,,,,,,,sbcsae
*DAN:,until the day just goes by maybe,,,,,,,sbcsae
*DAVE:,Hunh,,,,,,,sbcsae
*JANE:,I don't care,,,,,,,sbcsae
*GLEN:,My turn to play,,,,,,,sbcsae
*DAVE:,Yeah,,,,,,,sbcsae
*DAVE:,Danny just said he might play later,,,,,,,sbcsae
*JANE:,,,,,,,,sbcsae
*ANNE:,I wasted my time,,,,,,,sbcsae
*JOHN:,,,,,,,,sbcsae
*ANNE:,It's too bad the sun didn't come out,,,,,,,sbcsae
*ANNE:,,,,,MATCH,23,,
@End,,,,,UNMATCH,16,,
