speaker,script,position1,function1,position2,function2,match,agreement,corpus
,like have it come like this,,,,,,,sbcsae
*ARIA:,And have these spaces cut off,,,,,,,sbcsae
*DANA:,Oh yeah,,,,,,,sbcsae
*KELL:,,,,,,,,sbcsae
*ARIA:,so th uh the air can circu late,,,,,,,sbcsae
*DANA:,Oh okay,,,,,,,sbcsae
*KELL:,Oh,,,,,,,sbcsae
*KELL:,I got cha,,,,,,,sbcsae
*ARIA:,But probably the screw,TI,T4,TI,T4,MATCH,T4,sbcsae
*KELL:,,,,,,,,sbcsae
*ARIA:,drill holes would be easier,,,,,,,sbcsae
*DANA:,Yeah,,,,,,,sbcsae
*ARIA:,Just drill like five holes in it,,,,,,,sbcsae
*ARIA:,So that the air move,,,,,,,sbcsae
*KELL:,We need a saw,,,,,,,sbcsae
*DANA:,We need a saw,,,,,,,sbcsae
*KELL:,I forgot to ask my friend Jason,,,,,,,sbcsae
*ARIA:,Yeah,,,,,,,sbcsae
*KELL:,and I know he's asleep,,,,,,,sbcsae
*DANA:,Maybe,,,,,,,sbcsae
,I can ask Ed,,,,,,,sbcsae
,when he's going home,,,,,,,sbcsae
*KELL:,Yeah,,,,,,,sbcsae
*DANA:,And he can do it at home,,,,,,,sbcsae
*KELL:,M hm,,,,,,,sbcsae
*DANA:,His dad'll do it,,,,,,,sbcsae
*KELL:,Mm,,,,,,,sbcsae
*DANA:,like ooh,,,,,,,sbcsae
,something to do,,,,,,,sbcsae
*DANA:,,,,,,,,sbcsae
*KELL:,Yeah,,,,,,,sbcsae
*DANA:,He's psyched,,,,,,,sbcsae
*NANC:,,,,,,,,sbcsae
*DANA:,Yeah,,,,,,,sbcsae
*KELL:,something to do ,,,,,,,sbcsae
*KELL:,Men love that stuff,,,,,,,sbcsae
*DANA:,,,,,,,,sbcsae
*ARIA:,My mom was so psyched about our apartment,,,,,,,sbcsae
*DANA:,Why did she what did she say,,,,,,,sbcsae
*KELL:,Yeah,,,,,,,sbcsae
*ARIA:,Yeah,,,,,,,sbcsae
*KELL:,She liked it,,,,,,,sbcsae
*ARIA:,She really liked it so much better than last year,,,,,,,sbcsae
*DANA:,Well it's so much better than last year,,,,,,,sbcsae
*NANC:,She was psyched,,,,,,,sbcsae
*ARIA:,And she even to,,,,,,,sbcsae
*ARIA:,uh Does Cheryl bug you,,,,,,,sbcsae
*NANC:,She just kills me,,,,,,,sbcsae
*ARIA:,You know her,,,,,,,sbcsae
*DANA:,Who,,,,,,,sbcsae
*NANC:,They both come ,,,,,,,sbcsae
*NANC:,What was th with her attacking him yeah,,,,,,,sbcsae
*ARIA:,Oh my god,,,,,,,sbcsae
*DANA:,What,,,,,,,sbcsae
*DANA:,What are you talking about,,,,,,,sbcsae
*NANC:,They they,,,,,,,sbcsae
*NANC:,Cheryl and Blane,,,,,,,sbcsae
*NANC:,He like,,,,,,,sbcsae
*DANA:,Who what,,,,,,,sbcsae
*ARIA:,My aunt and uncle,,,,,,,sbcsae
*NANC:,Her aunt and uncle,,,,,,,sbcsae
,Cheryl and Blane,,,,,,,sbcsae
*ARIA:,They bug me,,,,,,,sbcsae
*NANC:,He,,,,,,,sbcsae
*NANC:,He like needed,,,,,,,sbcsae
,They were trying to figure out the the bill,,,,,,,sbcsae
*DANA:,Unhunh,,,,,,,sbcsae
*NANC:,The money whatever,,,,,,,sbcsae
*NANC:,And so he needed change,,,,,,,sbcsae
*NANC:,Like two fives for a ten or something,,,,,,,sbcsae
*NANC:,So she gave him,,,,,,,sbcsae
*NANC:,And then,,,,,,,sbcsae
,he kept it,,,,,,,sbcsae
*NANC:,He didn't give her like the ten you know,,,,,,,sbcsae
*NANC:,She started attacking him,,,,,,,sbcsae
,going I want my money,,,,,,,sbcsae
*ARIA:,Like pinching him,,,,,,,sbcsae
*NANC:,Like pinching him,,,,,,,sbcsae
*ARIA:,like everything,,,,,,,sbcsae
*NANC:,like making this scene,,,,,,,sbcsae
*NANC:,We're like,,,,,,,sbcsae
,oh my god,,,,,,,sbcsae
*DANA:,Ah,,,,,,,sbcsae
*ARIA:,And then he's like,,,,,,,sbcsae
,my dad's like,,,,,,,sbcsae
,God,,,,,,,sbcsae
*ARIA:,What would she do for ten dollars,,,,,,,sbcsae
*ARIA:,He's like,,,,,,,sbcsae
,you should see what she would do for ten dollars,,,,,,,sbcsae
*DANA:,,,,,,,,sbcsae
*ARIA:,And then he goes I'm gonna give you five at a time,,,,,,,sbcsae
,and you'll have to like perform for it,,,,,,,sbcsae
*ARIA:,Nancy and I were like,,,,,,,sbcsae
,whoa,,,,,,,sbcsae
*NANC:,And she thought it was so funny,,,,,,,sbcsae
*NANC:,She was like cracking up,,,,,,,sbcsae
*ARIA:,Yeah,,,,,,,sbcsae
*NANC:,Was she mangled,,,,,,,sbcsae
*ARIA:,I don't know,,,,,,,sbcsae
,I think she might have had a little buzz,,,,,,,sbcsae
*ARIA:,Cause she was acting strange,,,,,,,sbcsae
*NANC:,,,,,,,,sbcsae
,that was,,,,,,,sbcsae
*KELL:,Weird,,,,,,,sbcsae
*KELL:,Is that the rude uncle,,,,,,,sbcsae
*DANA:,,,,,,,,sbcsae
*ARIA:,Yes,,,,,,,sbcsae
*ARIA:,,,,,,,,sbcsae
*NANC:,,,,,,,,sbcsae
*DANA:,,,,,,,,sbcsae
*ARIA:,So,,,,,,,sbcsae
*DANA:,,,,,,,,sbcsae
*KELL:,Got it,,,,,,,sbcsae
*DANA:,Oh,,,,,,,sbcsae
,I need more food,,,,,,,sbcsae
*ARIA:,Oh god,,,,,,,sbcsae
*NANC:,What'd you have,,,,,,,sbcsae
*DANA:,I just had a piece of toast,,,,,,,sbcsae
*KELL:,Was that your dinner,,,,,,,sbcsae
*DANA:,Yeah,,,,,,,sbcsae
*DANA:,I haven't eaten,,,,,,,sbcsae
,since I ate that Chinese food today,,,,,,,sbcsae
*KELL:,Well you should eat,,,,,,,sbcsae
*KELL:,Oh,,,,,,,sbcsae
,Make yourself a sandwich or something else,,,,,,,sbcsae
*DANA:,I don't feel like eating a sandwich,,,,,,,sbcsae
*NANC:,I am so full,,,,,,,sbcsae
*DANA:,just bought all this food,,,,,,,sbcsae
*DANA:,But,TF,I2,TF,I2,MATCH,I2,sbcsae
*ARIA:,But nothing seems good,TI,T1,TI,T1,MATCH,T1,sbcsae
*KELL:,I know,,,,,,,sbcsae
*DANA:,Well I could make pasta,,,,,,,sbcsae
*KELL:,I heat that feeling,,,,,,,sbcsae
*DANA:,but I don't feel like making it,TI,T1,TI,T1,MATCH,T1,sbcsae
*KELL:,Think of mash,,,,,,,sbcsae
*DANA:,cause,,,,,,,sbcsae
,I could just have Oodles of Noodles,,,,,,,sbcsae
*DANA:,That sounds great,,,,,,,sbcsae
*ARIA:,Mhm,,,,,,,sbcsae
*DANA:,,,,,,,,sbcsae
,Oh,,,,,,,sbcsae
*NANC:,Mhm,,,,,,,sbcsae
*KELL:,,,,,,,,sbcsae
*DANA:,I bought French bread,,,,,,,sbcsae
*DANA:,Like a real baguette,,,,,,,sbcsae
*NANC:,Mm,,,,,,,sbcsae
*DANA:,Do you like that kind,,,,,,,sbcsae
*DANA:,I love bread,,,,,,,sbcsae
*KELL:,Mhm,,,,,,,sbcsae
*DANA:,I could just eat bread all night,,,,,,,sbcsae
*KELL:,Me too,,,,,,,sbcsae
*ARIA:,Yeah me too,,,,,,,sbcsae
*ARIA:,,,,,,,,sbcsae
*DANA:,I'm so glad we have a coffeemaker and coffee,,,,,,,sbcsae
*DANA:,I'm gonna have coffee tomorrow morning,,,,,,,sbcsae
*NANC:,Yepper,,,,,,,sbcsae
*ARIA:,Smell it brewing,,,,,,,sbcsae
*DANA:,Yeah,,,,,,,sbcsae
*NANC:,I never know how much to put,,,,,,,sbcsae
*NANC:,So you just have to like,,,,,,,sbcsae
*DANA:,Oh I don't,,,,,,,sbcsae
*DANA:,I just,,,,,,,sbcsae
,,,,,,,,sbcsae
*NANC:,D yeah,,,,,,,sbcsae
*NANC:,Gue just guess until you get it right,,,,,,,sbcsae
*NANC:,But,UI,T1,UI,T1,MATCH,T1,sbcsae
*DANA:,Yeah,,,,,,,sbcsae
*NANC:,I always make it too strong,,,,,,,sbcsae
*KELL:,How do you work it,,,,,,,sbcsae
*KELL:,,,,,,,,sbcsae
*DANA:,,,,,,,,sbcsae
*NANC:,You just,,,,,,,sbcsae
*KELL:,,,,,,,,sbcsae
,,,,,,,,sbcsae
*NANC:,pour the water,,,,,,,sbcsae
,let me see,,,,,,,sbcsae
*NANC:,Like out ot the back ,,,,,,,sbcsae
*KELL:,Like you put the coffee filter and the coffee,,,,,,,sbcsae
,in the little slidy thingy,,,,,,,sbcsae
*NANC:,Yep,,,,,,,sbcsae
,put the coffee filter in here,,,,,,,sbcsae
*KELL:,Yeah,,,,,,,sbcsae
*NANC:,put the coffee in,,,,,,,sbcsae
,um,,,,,,,sbcsae
*KELL:,and then you pour how,,,,,,,sbcsae
*NANC:,Turn it on,,,,,,,sbcsae
,pour the water through,,,,,,,sbcsae
*KELL:,How much water,,,,,,,sbcsae
*NANC:,,,,,,,,sbcsae
*KELL:,The water,,,,,,,sbcsae
*KELL:,Enough water,,,,,,,sbcsae
,like you fill up the little pot to the line,,,,,,,sbcsae
*NANC:,Yep,,,,,,,sbcsae
,howe,,,,,,,sbcsae
*NANC:,However much you want,,,,,,,sbcsae
*DANA:,However much you want,,,,,,,sbcsae
*KELL:,Okay,,,,,,,sbcsae
*NANC:,And then,,,,,,,sbcsae
,just do,,,,,,,sbcsae
,how m,,,,,,,sbcsae
*NANC:,how many scoops of,,,,,,,sbcsae
*DANA:,Yeah,,,,,,,sbcsae
*DANA:,Goes with that much,,,,,,,sbcsae
*KELL:,Okay,,,,,,,sbcsae
*DANA:,Those things are so cool,,,,,,,sbcsae
*ARIA:,Those strawberry daiquiris were so good,,,,,,,sbcsae
*NANC:,Weren't they so good,,,,,,,sbcsae
*ARIA:,,,,,,,,sbcsae
*DANA:,What,,,,,,,sbcsae
,you had strawberry daiquiris,,,,,,,sbcsae
*ARIA:,Yeah,,,,,,,sbcsae
,with like cream on the top,,,,,,,sbcsae
*NANC:,Mhm,,,,,,,sbcsae
*DANA:,,,,,,,,sbcsae
*NANC:,They were so good,,,,,,,sbcsae
*KELL:,Yum,,,,,,,sbcsae
*DANA:,,,,,,,,sbcsae
*ARIA:,They were so good,,,,,,,sbcsae
*ARIA:,Can't you just,,,,,,,sbcsae
*NANC:,They weren't like too strong,,,,,,,sbcsae
*ARIA:,Unh unh,,,,,,,sbcsae
*NANC:,you could just barely taste the rum,,,,,,,sbcsae
*ARIA:,But it was strong enough so you could like,TI,T1,TI,T1,MATCH,T1,sbcsae
*NANC:,You knew they weren't like virgin ,,,,,,,sbcsae
*ARIA:,You knew they were,,,,,,,sbcsae
*ARIA:,Like f we had like five,,,,,,,sbcsae
*ARIA:,My dad was sucking em down,,,,,,,sbcsae
*ARIA:,Wasn't he,,,,,,,sbcsae
*ARIA:,Mm,,,,,,,sbcsae
*DANA:,How many did you have,,,,,,,sbcsae
*ARIA:,We only had one,,,,,,,sbcsae
,each,,,,,,,sbcsae
*DANA:,Oh,,,,,,,sbcsae
*DANA:,,,,,,,,sbcsae
,Five,,,,,,,sbcsae
*NANC:,I know,,,,,,,sbcsae
,I had like two sips on mine,,,,,,,sbcsae
,he had like finished his,,,,,,,sbcsae
*ARIA:,My dad was like,,,,,,,sbcsae
,,,,,,,,sbcsae
*DANA:,,,,,,,,sbcsae
*ARIA:,,,,,,,,sbcsae
,He is so psyched,,,,,,,sbcsae
*DANA:,So you don't have to drive em to the airport,,,,,,,sbcsae
*ARIA:,No,,,,,,,sbcsae
,thank God,,,,,,,sbcsae
*ARIA:,I didn't want to be like,,,,,,,sbcsae
,okay Cheryl go ahead,,,,,,,sbcsae
*ARIA:,But I was like,UI,T1,UI,T1,MATCH,T1,sbcsae
,l Come on,,,,,,,sbcsae
*ARIA:,You can do it,,,,,,,sbcsae
*DANA:,Drive em to the airport,,,,,,,sbcsae
*DANA:,Um,,,,,,,sbcsae
,oh we were thinking,,,,,,,sbcsae
,everybody could have a shelf,,,,,,,sbcsae
,in there for their food,,,,,,,sbcsae
*ARIA:,Mm,,,,,,,sbcsae
*DANA:,So we would have to switch around,,,,,,,sbcsae
,cause all your stuff is like spread out,,,,,,,sbcsae
*ARIA:,Right,,,,,,,sbcsae
*DANA:,But you also have a lotta stuff,TI,T4,TI,T4,MATCH,T4,sbcsae
*ARIA:,That's fine,,,,,,,sbcsae
*DANA:,Anyway,,,,,,,sbcsae
*DANA:,Doesn't matter,,,,,,,sbcsae
*DANA:,Cause then,,,,,,,sbcsae
,or else Kelly put some of her stuff down there,,,,,,,sbcsae
*KELL:,Cause then,,,,,,,sbcsae
,maybe like,,,,,,,sbcsae
,two people could share that,,,,,,,sbcsae
,and two people could take the shelves in there or something,,,,,,,sbcsae
*KELL:,Like,,,,,,,sbcsae
,cause that's a big cabinet,,,,,,,sbcsae
*KELL:,Or or yeah,,,,,,,sbcsae
*DANA:,It's empty,,,,,,,sbcsae
*ARIA:,Yeah,,,,,,,sbcsae
*KELL:,,,,,,,,sbcsae
*ARIA:,it's totally empty,,,,,,,sbcsae
*KELL:,It's totally empty,,,,,,,sbcsae
,there's like pans on that shelf there,,,,,,,sbcsae
,but that's okay,UI,T4,UI,T4,MATCH,T4,sbcsae
,the whole bottom's empty yeah,,,,,,,sbcsae
*KELL:,I don't know,,,,,,,sbcsae
,what,,,,,,,sbcsae
*KELL:,whatever,,,,,,,sbcsae
*KELL:,Mm,,,,,,,sbcsae
*ARIA:,Cause last year,,,,,,,sbcsae
,we said,,,,,,,sbcsae
,oh,,,,,,,sbcsae
,well we'll all share food,,,,,,,sbcsae
*DANA:,Unhunh,,,,,,,sbcsae
*KELL:,Mm,,,,,,,sbcsae
*ARIA:,And then,,,,,,,sbcsae
,like,,,,,,,sbcsae
,with Moll,,,,,,,sbcsae
,who you do not wanna be sharing food with,,,,,,,sbcsae
*DANA:,Unhunh,,,,,,,sbcsae
*ARIA:,Then we each had our own cupboard,,,,,,,sbcsae
*X:,,,,,,,,sbcsae
*ARIA:,and that worked out pretty well,,,,,,,sbcsae
*NANC:,Yeah,,,,,,,sbcsae
*ARIA:,But you shared certain things,TI,T1,TI,T1,MATCH,T1,sbcsae
*DANA:,Yeah,,,,,,,sbcsae
*NANC:,Yeah,,,,,,,sbcsae
*ARIA:,You know what I mean,,,,,,,sbcsae
*NANC:,Yeah,,,,,,,sbcsae
*DANA:,Like like,,,,,,,sbcsae
*ARIA:,like you share,,,,,,,sbcsae
*KELL:,The mayonnaise,,,,,,,sbcsae
*DANA:,Like butter,,,,,,,sbcsae
*KELL:,and the mustard,,,,,,,sbcsae
*NANC:,Right,,,,,,,sbcsae
*DANA:,and mayonnaise,,,,,,,sbcsae
*KELL:,and that stuff that goes in the fridge,,,,,,,sbcsae
*DANA:,and all that stuff,,,,,,,sbcsae
*KELL:,and s,,,,,,,sbcsae
*ARIA:,Unhunh,,,,,,,sbcsae
*DANA:,that doesn't go away,,,,,,,sbcsae
*KELL:,And jam,,,,,,,sbcsae
*DANA:,for a long time you know,,,,,,,sbcsae
*ARIA:,Yeah,,,,,,,sbcsae
*KELL:,Right,,,,,,,sbcsae
*DANA:,,,,,,,,sbcsae
*ARIA:,Right,,,,,,,sbcsae
*KELL:,I mean that's different,,,,,,,sbcsae
*DANA:,But like little things like,TI,T4,TI,T4,MATCH,T4,sbcsae
*ARIA:,Or like drinks,,,,,,,sbcsae
*ARIA:,Like when we even mixed iced tea or something,,,,,,,sbcsae
*DANA:,Yeah,,,,,,,sbcsae
*DANA:,Yeah,,,,,,,sbcsae
*ARIA:,they just drank it,,,,,,,sbcsae
*ARIA:,We can do that,,,,,,,sbcsae
*DANA:,Like there's,,,,,,,sbcsae
,gra I bought cranberry juice so,,,,,,,sbcsae
*ARIA:,Mm,,,,,,,sbcsae
*DANA:,free for all man,,,,,,,sbcsae
*NANC:,Mhm,,,,,,,sbcsae
*ARIA:,And like I don't like i,,,,,,,sbcsae
*ARIA:,soup or something,,,,,,,sbcsae
*NANC:,That's a good idea,,,,,,,sbcsae
*ARIA:,if someone's just like,,,,,,,sbcsae
*NANC:,and I don't remember like,,,,,,,sbcsae
*ARIA:,wants soup,,,,,,,sbcsae
*NANC:,how many,,,,,,,sbcsae
,like,,,,,,,sbcsae
,what I bought,,,,,,,sbcsae
*NANC:,So,,,,,,,sbcsae
,we should probably should split it up,,,,,,,sbcsae
*NANC:,Not that I care if you,,,,,,,sbcsae
*KELL:,No,,,,,,,sbcsae
,I don't care,,,,,,,sbcsae
*NANC:,Eat a can of Spaghetti O's,,,,,,,sbcsae
*KELL:,right,,,,,,,sbcsae
*NANC:,But like,TI,I2,TI,I2,MATCH,I2,sbcsae
*ARIA:,Right,,,,,,,sbcsae
*ARIA:,Exactly,,,,,,,sbcsae
*KELL:,But like,TI,T4,TI,??,UNMATCH,T3,sbcsae
,every can of Spaghetti O's,,,,,,,sbcsae
*NANC:,I know,,,,,,,sbcsae
,I hear noises too,,,,,,,sbcsae
*KELL:,Yeah,,,,,,,sbcsae
,isn't that strange,,,,,,,sbcsae
*NANC:,Mustang Sally,,,,,,,sbcsae
,,,,,MATCH,19,,
,,,,,UNMATCH,4,,
